id,ftext_key,category,source_text,arabic_translation,notes,placeholders
EL_M01_E01_2000_M170_NPC0010_f,M01_E01_2000_M170_NPC0010_f,dialogue,私は加護の力を重荷だなんて思っていません。\nむしろ、この力で民を守れることに感謝しています。,لا أعتبر قوة البركة عبئًا عليّ على الإطلاق.\nبل أنا ممتنة لأنني أستطيع حماية شعبي بهذه القوة.,Translated and verified.,"[""\\n""]"
EL_M01_E01_2000_M180_NPC0030_m,M01_E01_2000_M180_NPC0030_m,dialogue,……すまぬ。\nその言葉、誇りに思うぞ。,……أعتذر منكِ.\nإني لفخور بكلماتكِ هذه.,Translated and verified.,"[""\\n""]"
EL_M01_E01_2000_M190_NPC0040_m,M01_E01_2000_M190_NPC0040_m,dialogue,誇りの問題ではありませぬ！\n姫様に万が一のことがあれば、この国がどうなるか――,الأمر لا يتعلق بالفخر!\nلو حدث مكروه لسموكِ، فماذا سيحل بهذا البلد――,Translated and verified.,"[""\\n""]"
EL_M01_E01_2000_M200_NPC0010_f,M01_E01_2000_M200_NPC0010_f,dialogue,その万一のときに王国を守るのが兵士たちの役目です。\n危険な調査を強いるべきではありません。,حماية المملكة في تلك اللحظات الحرجة هي مهمة الجنود.\nولا ينبغي لنا إجبارهم على خوض تحقيق خطير.,Translated and verified.,"[""\\n""]"
EL_M01_E01_2000_M210_NPC0040_m,M01_E01_2000_M210_NPC0040_m,dialogue,ぐぬ……,غررر……,Translated and verified.,[]
EL_M01_E01_2000_M220_NPC0020_m,M01_E01_2000_M220_NPC0020_m,dialogue,おそれながら……\n妙案があります。,على رسلكم……\nلدي فكرة سديدة.,Translated and verified.,"[""\\n""]"
EL_M01_E01_2000_M230_NPC0040_m,M01_E01_2000_M230_NPC0040_m,dialogue,学者ごときが口を挟むな！,لا تتدخل في هذا يا مجرد عالم!,Translated and verified.,[]
EL_M01_E01_2000_M240_NPC0020_m,M01_E01_2000_M240_NPC0020_m,dialogue,し、失礼しました……,مـ، معذرة……,Translated and verified.,[]
EL_M01_E01_2000_M250_NPC0030_m,M01_E01_2000_M250_NPC0030_m,dialogue,かまわん。\n申してみよ、ユイジーヌ。,لا بأس.\nتحدث يا يوجين.,Translated and verified.,"[""\\n""]"
EL_M01_E01_2000_M260_NPC0020_m,M01_E01_2000_M260_NPC0020_m,dialogue,は……私の古い知り合いに優れた冒険家がいます。\nその者に遺跡を調べさせてはいかがでしょう？,حاضر…… لدي صديق قديم وهو مغامر بارع.\nما رأيكم في تكليفه بفحص الأطلال؟,Translated and verified.,"[""\\n""]"
EL_M01_E01_2000_M270_NPC0010_f,M01_E01_2000_M270_NPC0010_f,dialogue,冒険家……！\nということは、蛮族のテリトリーに入れるのですか？,مغامر……!\nهل يعني هذا أنه يستطيع دخول أراضي الهمج؟,Translated and verified.,"[""\\n""]"
EL_M01_E01_2000_M280_NPC0020_m,M01_E01_2000_M280_NPC0020_m,dialogue,はい、未知の土地の専門家です。,نعم، إنه خبير في الأراضي المجهولة.,Translated and verified.,[]
EL_M01_E01_2000_M290_NPC0020_m,M01_E01_2000_M290_NPC0020_m,dialogue,名をエリオットといいます。,اسمه إليوت.,Translated and verified.,[]
EL_M01_E01_2000_M300_NPC0030_m,M01_E01_2000_M300_NPC0030_m,dialogue,エリオット……？,إليوت……؟,Translated and verified.,[]
EL_M01_E01_2000_M330_NPC0020_m,M01_E01_2000_M330_NPC0020_m,dialogue,人物は保証します。\n少々変わったやつではありますが……,أنا أضمن كفاءته وأمانته.\nرغم أنه غريب الأطوار بعض الشيء……,Translated and verified.,"[""\\n""]"
EL_M01_E01_2000_M340_NPC0010_f,M01_E01_2000_M340_NPC0010_f,dialogue,ユイジーヌがそこまで言うのなら。\nいかがでしょう、お父様？,بما أن يوجين يثق به إلى هذا الحد.\nما رأيك يا أبي؟,Translated and verified.,"[""\\n""]"
EL_M01_E01_2000_M350_NPC0030_m,M01_E01_2000_M350_NPC0030_m,dialogue,わかった。\n余が直々に話をしてみよう。,حسنًا.\nسأتحدث إليه بنفسي.,Translated and verified.,"[""\\n""]"
EL_M01_E01_2000_M360_NPC0030_m,M01_E01_2000_M360_NPC0030_m,dialogue,冒険家エリオットを呼び出せ。,استدعوا المغامر إليوت.,Translated and verified.,[]
EL_M01_E01_3000_M010_NPC4349_m,M01_E01_3000_M010_NPC4349_m,dialogue,はあ……ろくなものが見つからねえ。\n金がいるっていうのに……,آخ…… لم أجد شيئًا ذا قيمة.\nمع أنني بحاجة ماسة للمال……,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M020_PCM000_m,M01_E01_3000_M020_PCM000_m,dialogue,ははは。\n大きなため息だな、オリバー。,ههههه.\nتنهيدة عميقة يا أوليفر.,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M030_NPC4349_m,M01_E01_3000_M030_NPC4349_m,dialogue,おお、エリオット！\nこの前は、朝までつきあわせて悪かったな。,أوه، إليوت!\nآسف لأنني سهرت معك حتى الصباح في المرة السابقة.,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M040_PCM000_m,M01_E01_3000_M040_PCM000_m,dialogue,なに、いい話が聞けて楽しかったよ。\nまた飲もう。,لا عليك، لقد استمتعت بسماع قصصك الجميلة.\nفلنشرب معًا مجددًا.,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M050_NPC4349_m,M01_E01_3000_M050_NPC4349_m,dialogue,もちろん！\n……と言いたいが、近頃、実入りが少なくてなあ。,بالتأكيد!\n……كنت أود قول ذلك، لكن دخلي شحيح هذه الأيام.,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M070_PCM000_m,M01_E01_3000_M070_PCM000_m,dialogue,ため息で不幸を吐き出せば、次は幸運を吸い込めるさ。\n焦らずいこう。,إذا زفرت سوء الحظ مع التنهيدة، فستستنشق الحظ السعيد بعد ذلك.\nلا تستعجل الأمور.,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M080_NPC4349_m,M01_E01_3000_M080_NPC4349_m,dialogue,ヘへ、ありがとよ。\nおかげで少し楽になったぜ。,ههه، شكرًا لك.\nلقد أرحت قلبي قليلًا بكلماتك.,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M090_NPC4349_m,M01_E01_3000_M090_NPC4349_m,dialogue,お前も仕事で来たんだろ？,لقد جئت إلى هنا من أجل العمل أيضًا، أليس كذلك؟,Translated and verified.,[]
EL_M01_E01_3000_M100_PCM000_m,M01_E01_3000_M100_PCM000_m,dialogue,まあな。知り合いの爺さんが落とした\n大事な物を探しにきたんだ。,نوعًا ما. جئت لأبحث عن غرض ثمين\nفقده رجل مسن أعرفه.,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M110_NPC4349_m,M01_E01_3000_M110_NPC4349_m,dialogue,おいおい、そんなちっぽけな仕事を受けてんのかよ？\nお前ほどの冒険家が、もったいねえ……,يا صاح، أتقبل بمثل هذه المهمة البسيطة؟\nإنه لأمر مؤسف لمغامر بمستواك……,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M120_PCM000_m,M01_E01_3000_M120_PCM000_m,dialogue,その人は怪我をして\n探しにいけなくて困ってるんだ。,ذلك الرجل مصاب\nوهو في ورطة لأنه لا يستطيع البحث بنفسه.,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M130_PCM000_m,M01_E01_3000_M130_PCM000_m,dialogue,こんなときこそ\n街の外を動き回れる俺たち冒険家の出番だろ。,في أوقات كهذه، يأتي دورنا نحن المغامرين\nالذين يمكنهم التنقل بحرية خارج المدينة.,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M140_NPC4349_m,M01_E01_3000_M140_NPC4349_m,dialogue,そりゃあそうだけど、\n相変わらず真面目というか変わり者というか……,هذا صحيح، ولكنك كعادتك\nجاد للغاية أو ربما غريب أطوار……,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M150_NPC4349_m,M01_E01_3000_M150_NPC4349_m,dialogue,まあ、そこがエリオットのいいところだな。\n死なない程度に頑張れよ。,حسنًا، هذا هو الجانب الجميل فيك يا إليوت.\nاحرص على ألا تموت وابذل قصارى جهدك.,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M160_PCM000_m,M01_E01_3000_M160_PCM000_m,dialogue,そっちもな。,وأنت أيضًا.,Translated and verified.,[]
EL_M01_E01_3000_M170_PCM000_m,M01_E01_3000_M170_PCM000_m,dialogue,……さてと。アレを落としたのは\n浜辺のあたりだと言ってたな。,……حسنًا. لقد قال إنه فقد ذلك الغرض\nبالقرب من الشاطئ.,Translated and verified.,"[""\\n""]"
EL_M01_E01_3000_M180_PCM000_m,M01_E01_3000_M180_PCM000_m,dialogue,街に近いが魔物たちのテリトリーだ。\n用心して探そう。,إنه قريب من المدينة، لكنه يقع ضمن أراضي الوحوش.\nفلنبحث بحذر.,Translated and verified.,"[""\\n""]"
EL_M01_E02_1000_M010_PCM000_m,M01_E02_1000_M010_PCM000_m,dialogue,……あった！,……وجدته!,Translated and verified.,[]
EL_M01_E02_1000_M020_PCM000_m,M01_E02_1000_M020_PCM000_m,dialogue,よく手入れされた、いい櫛だな。,إنه مشط جيد، ويبدو أنه قد اعتُني به جيدًا.,Translated and verified.,[]
EL_M01_E02_1000_M031_PCM000_m,M01_E02_1000_M031_PCM000_m,dialogue,爺さんは孤児院の前で待っているはずだ。\nさっそく王国に戻って、届けよう。,من المفترض أن ينتظرنا الرجل المسن أمام دار الأيتام.\nفلنعد فورًا إلى المملكة ونسلمه إياه.,Translated and verified.,"[""\\n""]"
EL_M01_E03_1000_M020_NAL000_n,M01_E03_1000_M020_NAL000_n,dialogue,神話の時代が終わり、\n人間が歴史を刻み始めて幾星霜……,لقد انقضى عصر الأساطير،\nومرت سنوات طوال منذ بدأ البشر في كتابة التاريخ……,Translated and verified.,"[""\\n""]"
EL_M01_E03_1000_M030_NAL000_n,M01_E03_1000_M030_NAL000_n,dialogue,蛮族と呼ばれる異形のモノが割拠し、\n熾烈な縄張り争いを繰り返している。,حيث يسيطر الهمج ذوو الأشكال الغريبة على أراضٍ واسعة،\nويخوضون صراعات ضارية ومتكررة على النفوذ.,Translated and verified.,"[""\\n""]"
EL_M01_E03_1000_M050_NAL000_n,M01_E03_1000_M050_NAL000_n,dialogue,物語は、そんな時代のヒューザー王国から始まる。,تبدأ قصتنا في مملكة هيوزر خلال هذا العصر.,Translated and verified.,[]
EL_M01_E03_2000_M020_NPC4369_m,M01_E03_2000_M020_NPC4369_m,dialogue,院長先生、みんな！\n兄ちゃんが帰ってきたよ！,أيتها المديرة، الجميع!\nلقد عاد أخي!,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M030_NPC4389_m,M01_E03_2000_M030_NPC4389_m,dialogue,ほんとだ！\nおかえり、あんちゃん！,هذا صحيح!\nأهلاً بعودتك يا أخي!,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M040_NPC4379_f,M01_E03_2000_M040_NPC4379_f,dialogue,おにいちゃん、おかえりー！,أهلاً بعودتك يا أخي العزيز!,Translated and verified.,[]
EL_M01_E03_2000_M050_PCM000_m,M01_E03_2000_M050_PCM000_m,dialogue,ただいま。\nみんな元気にしてたか？,لقد عدت.\nهل كنتم جميعًا بخير؟,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M060_NPC4389_m,M01_E03_2000_M060_NPC4389_m,dialogue,もちろん！,بالتأكيد!,Translated and verified.,[]
EL_M01_E03_2000_M070_NPC4379_f,M01_E03_2000_M070_NPC4379_f,dialogue,あのね、おじいちゃんが、\nいっぱい遊んでくれたんだよ！,أتعلم؟ لقد لعب معنا\nالجد كثيرًا!,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M080_PCM000_m,M01_E03_2000_M080_PCM000_m,dialogue,ありがとうございます。\n怪我のほうは、大丈夫ですか？,شكرًا لك.\nكيف حال إصابتك، هل أنت بخير؟,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M090_NPC4029_m,M01_E03_2000_M090_NPC4029_m,dialogue,はは、むしろ元気をわけてもらった。\n落ち込んでいた気持ちも、ずいぶん晴れたよ。,هههه، بل هم من منحوني الطاقة.\nوقد تبدد حزني كثيرًا بفضلهم.,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M110_PCM000_m,M01_E03_2000_M110_PCM000_m,dialogue,ええ、見つかりました。,نعم، لقد وجدته.,Translated and verified.,[]
EL_M01_E03_2000_M120_NPC4029_m,M01_E03_2000_M120_NPC4029_m,dialogue,おお、良かった！,أوه، هذا رائع!,Translated and verified.,[]
EL_M01_E03_2000_M130_NPC4029_m,M01_E03_2000_M130_NPC4029_m,dialogue,これは命の次に大事な形見なんだ。\nありがとう！　ありがとう！,هذه تذكار ثمين جدًا بالنسبة لي، كحياتي تمامًا.\nشكرًا لك! شكرًا لك!,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M150_PCM000_m,M01_E03_2000_M150_PCM000_m,dialogue,気にしないでください。\n仕事ですから。,لا داعي للشكر.\nهذا عملي.,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M160_NPC4379_f,M01_E03_2000_M160_NPC4379_f,dialogue,そうだよ！\nキケンをのりこえるのが冒険家だもん！,هذا صحيح!\nفالمغامر هو من يتغلب على المخاطر!,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M170_NPC4389_m,M01_E03_2000_M170_NPC4389_m,dialogue,そんで、受けた仕事はゼッタイやりとげるのが\nあんちゃんのホコリなんだ！,وإتمام المهمة التي يقبلها\nهو شرف أخي!,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M180_PCM000_m,M01_E03_2000_M180_PCM000_m,dialogue,お、お前たち。\nそういうことを大声で言うなよ……,يا رفاق،\nلا تقولوا مثل هذه الأشياء بصوت عالٍ……,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M190_NPC4379_f,M01_E03_2000_M190_NPC4379_f,dialogue,なんで？\nあたしたちには、そう教えてくれたじゃない？,لماذا؟\nألم تعلمنا أنت ذلك؟,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M200_NPC4029_m,M01_E03_2000_M200_NPC4029_m,dialogue,うんうん、君たちのお兄さんは本当に立派な冒険家だ。\nおかげで助かったよ。,أجل أجل، أخوكم مغامر عظيم حقًا.\nلقد أنقذني بفضله.,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M210_NPC0240_f,M01_E03_2000_M210_NPC0240_f,dialogue,ははは！\n冒険家エリオットのいい宣伝になったねえ。,ههههه!\nلقد كانت هذه دعاية جيدة للمغامر إليوت.,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M220_PCM000_m,M01_E03_2000_M220_PCM000_m,dialogue,別に宣伝するつもりはありませんよ、レイカ姉さん。,لم أكن أنوي الدعاية لنفسي يا أختي رايكا.,Translated and verified.,[]
EL_M01_E03_2000_M230_NPC0240_f,M01_E03_2000_M230_NPC0240_f,dialogue,いいじゃないか。\nお爺さんも喜んでくれたし。,لا بأس في ذلك.\nالمهم أن الجد مسرور الآن.,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M240_NPC4369_m,M01_E03_2000_M240_NPC4369_m,dialogue,でも、儲からない仕事だったよね……,لكنها كانت مهمة غير مربحة، أليس كذلك؟……,Translated and verified.,[]
EL_M01_E03_2000_M250_PCM000_m,M01_E03_2000_M250_PCM000_m,dialogue,あの人は、薬草を採ってみんなに配っているんだ。\nそういう人から大金は取れないさ。,إنه يجمع الأعشاب الطبية ويوزعها على الجميع.\nولا يمكنني أخذ مبالغ طائلة من شخص كهذا.,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M260_NPC4369_m,M01_E03_2000_M260_NPC4369_m,dialogue,わかってるけど……\nウチの孤児院だって余裕はないでしょ……？,أعرف ذلك، ولكن……\nدار الأيتام الخاصة بنا ليست في وضع ميسور أيضًا، أليس كذلك؟……,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M270_NPC0240_f,M01_E03_2000_M270_NPC0240_f,dialogue,う……あんたも\nそういうことがわかる年になったんだね……,أوه…… لقد كبرت لدرجة\nتجعلك تفهم هذه الأمور الآن……,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M280_NPC4389_m,M01_E03_2000_M280_NPC4389_m,dialogue,お金がないってこと！？,هل هذا يعني أننا لا نملك المال؟!,Translated and verified.,[]
EL_M01_E03_2000_M290_NPC4379_f,M01_E03_2000_M290_NPC4379_f,dialogue,あたしが、たくさん食べるせいかな……？,هل هذا لأنني آكل كثيرًا؟……,Translated and verified.,[]
EL_M01_E03_2000_M300_PCM000_m,M01_E03_2000_M300_PCM000_m,dialogue,ははは、心配いらないよ。\nお金のことは兄ちゃんに任せて、いっぱい食べな。,ههههه، لا داعي للقلق.\nاتركوا أمر المال لي، وكلوا حتى تشبعوا.,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M310_NPC4379_f,M01_E03_2000_M310_NPC4379_f,dialogue,うん！　いっぱい食べるのは得意だよ！,أجل! أنا بارعة في الأكل كثيرًا!,Translated and verified.,[]
EL_M01_E03_2000_M320_NPC4389_m,M01_E03_2000_M320_NPC4389_m,dialogue,俺は心配なんてしてないよ！\nあんちゃんは王国一の冒険家だから！,أنا لست قلقًا على الإطلاق!\nلأن أخي هو المغامر الأول في المملكة!,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M330_NPC4379_f,M01_E03_2000_M330_NPC4379_f,dialogue,ちーがーう！\nやさしくてかっこいい世界一の冒険家、だよ！,هذا غير صحيح!\nبل هو ألطف وأروع مغامر في العالم!,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M340_NPC4389_m,M01_E03_2000_M340_NPC4389_m,dialogue,俺だってそう思ってるよ！,وأنا أظن ذلك أيضًا!,Translated and verified.,[]
EL_M01_E03_2000_M350_NPC4379_f,M01_E03_2000_M350_NPC4379_f,dialogue,あたしのほうが、もおーっと思ってる！,بل أنا أظن ذلك أكثر بكثير!,Translated and verified.,[]
EL_M01_E03_2000_M360_NPC0240_f,M01_E03_2000_M360_NPC0240_f,dialogue,こらこら！　ケンカするんじゃないよ！,يا أطفال! لا تتشاجروا!,Translated and verified.,[]
EL_M01_E03_2000_M370_NPC4369_m,M01_E03_2000_M370_NPC4369_m,dialogue,……兄ちゃん。\n僕たちは誰よりも兄ちゃんを信じてるよ。,……يا أخي.\nنحن نثق بك أكثر من أي شخص آخر.,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M380_NPC4369_m,M01_E03_2000_M380_NPC4369_m,dialogue,だけど、無理はしないでね。,لكن لا ترهق نفسك كثيرًا.,Translated and verified.,[]
EL_M01_E03_2000_M390_PCM000_m,M01_E03_2000_M390_PCM000_m,dialogue,ありがとな。,شكرًا لكم.,Translated and verified.,[]
EL_M01_E03_2000_M400_PCM000_m,M01_E03_2000_M400_PCM000_m,dialogue,……けど、あらたまって言われると、\nちょっと照れるな。,……ولكن، سماع هذا منكم فجأة\nيشعرني بالخجل قليلاً.,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M410_NPC4310_00_m,M01_E03_2000_M410_NPC4310_00_m,dialogue,お前が冒険家のエリオットだな？\nヒカルド陛下がお呼びだ。,أنت المغامر إليوت، أليس كذلك؟\nجلالة الملك هيكاردو يستدعيك.,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M420_PCM000_m,M01_E03_2000_M420_PCM000_m,dialogue,王様が俺を……？\nどういったご用件でしょうか？,الملك يستدعيني……؟\nما هو الأمر يا ترى؟,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M430_NPC4310_00_m,M01_E03_2000_M430_NPC4310_00_m,dialogue,それは、王が直々にお話しになる。\nともかく城に向かえ。,سيخبرك الملك بذلك بنفسه.\nعلى أي حال، توجه إلى القلعة فورًا.,Translated and verified.,"[""\\n""]"
EL_M01_E03_2000_M440_PCM000_m,M01_E03_2000_M440_PCM000_m,dialogue,……わかりました。,……حسنًا، فهمت.,Translated and verified.,[]
EL_M01_E04_1000,M01_E04_1000,dialogue,主人公、「A4扉の遺跡」を調査するように命じられる。,يُكلف البطل باستكشاف «أطلال الباب A4».,Translated and verified.,[]
EL_M01_E04_1000_M010_PCM000_m,M01_E04_1000_M010_PCM000_m,dialogue,エリオット、参上しました。\n初めてお目にかかります、ヒカルド陛下。,أنا إليوت، لقد شُرفت بالحضور.\nيسعدني لقاؤك للمرة الأولى، جلالة الملك هيكاردو.,Translated and verified.,"[""\\n""]"
EL_M01_E04_1000_M030_NPC0030_m,M01_E04_1000_M030_NPC0030_m,dialogue,……うむ。,……حسنًا.,Translated and verified.,[]
EL_M01_E04_1000_M040_NPC0030_m,M01_E04_1000_M040_NPC0030_m,dialogue,呼び出したのは他でもない。\n蛮族のテリトリーで新たな遺跡が見つかった。,لم أستدعِك إلا لأمر هام.\nلقد عُثر على أطلال جديدة في أراضي الهمج.,Translated and verified.,"[""\\n""]"
EL_M01_E04_1000_M050_NPC0030_m,M01_E04_1000_M050_NPC0030_m,dialogue,未知の魔法知識が眠っている可能性がある。\n専門家のそなたに詳しく調べてもらいたいのだ。,ومن المحتمل أن تكون هناك معرفة سحرية مجهولة نائمة هناك.\nوبصفتك خبيرًا، أود منك استكشافها بالتفصيل.,Translated and verified.,"[""\\n""]"
EL_M01_E04_1000_M060_PCM000_m,M01_E04_1000_M060_PCM000_m,dialogue,はっ。\nご命令とあらば。,تحت أمرك.\nسأنفذ ما تطلبه.,Translated and verified.,"[""\\n""]"
EL_M01_E04_1000_M070_NPC0030_m,M01_E04_1000_M070_NPC0030_m,dialogue,……余は、むやみに力を求めているわけではない。,……أنا لا أسعى وراء القوة بلا طائل.,Translated and verified.,[]
EL_M01_E04_1000_M080_NPC0030_m,M01_E04_1000_M080_NPC0030_m,dialogue,たった一人で王国を加護している\nヒューリアの負担を減らしたいと願ってのことなのだ。,بل أرغب فقط في تخفيف العبء عن كاهل هيوريا\nالتي تحمي المملكة بمفردها.,Translated and verified.,"[""\\n""]"
EL_M01_E04_1000_M090_PCM000_m,M01_E04_1000_M090_PCM000_m,dialogue,陛下の思い、たしかに承りました。\n全力で調査にあたります。,لقد فهمت نيتك النبيلة يا جلالة الملك.\nسأبذل قصارى جهدي في هذا الاستكشاف.,Translated and verified.,"[""\\n""]"
